183,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_34,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_34
184,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_35,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_35
185,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_36,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_36
186,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_37,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_37
187,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_38,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_38
188,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_39,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_39
189,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_40,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_40
190,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_41,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_41
191,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_42,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_42
192,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_43,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_43
193,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_44,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_44
194,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_45,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_45
195,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_46,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_46
196,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_47,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_47
197,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_48,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_48
198,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_49,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_49
199,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_50,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_50
200,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_51,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_51
201,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_52,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_52
202,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_53,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_53
203,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_54,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_54
204,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_55,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_55
205,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_56,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_56
206,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_57,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_57
207,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_58,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_58
208,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_59,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_59
209,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_60,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_60
210,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_61,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_61
211,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_62,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_62
212,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_63,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_63
213,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_64,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_64
214,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_65,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_65
215,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_66,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_66
216,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_67,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_67
217,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_68,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_68
218,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_69,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_69
219,reticle,weaponoption,#hash_7085044e7b80d5a3,reticle_70,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_70
220,reticle_color,weaponoption,#hash_39bac218bf0160b1,reticle_color_1,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#reticle_color_1
221,lens,weaponoption,#,lens_default,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#lens_default
222,lens,weaponoption,#,lens_red,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#lens_red
223,lens,weaponoption,#,lens_blue,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#lens_blue
224,lens,weaponoption,#,lens_green,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#lens_green
225,lens,weaponoption,#,lens_orange,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#lens_orange
226,lens,weaponoption,#,lens_yellow,0,#,#,#,,0,0,,0,0,0,0,,,false,,#,,#,,,#lens_yellow
227,tag,weaponoption,#hash_6370b5a97249c317,tag,0,#,#,#,,0,0,,0,0,1,0,,,false,,#,,#,,,#tag
228,emblem,weaponoption,#hash_7bbe615a9a441e5f,emblem,0,#,#,#,,0,0,,0,0,2,0,,,false,,#,,#,,,#emblem
